size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
152415,50780,151,3,11,2,0,2,1,1,114,8,114.0,8.0,65,674,32,rising rock ânâ roll band dynamos unleash their lead single âshake rattle and rollâ available 101317 comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
150453,50126,155,3,11,2,0,2,1,1,56,8,56.0,8.0,65,659,33,new york cable provider altice will have the acc network comments
144960,48295,151,3,11,2,0,2,1,1,77,8,77.0,8.0,64,645,30,yankees take american league wildcard game will face cleveland indians next comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
165849,55258,151,3,11,6,0,6,1,1,92,8,92.0,8.0,67,684,32,930 trspnc era 3000 for roberto 79 clincher hbd bryan cover boy scoops game stories comments
160359,53428,151,3,11,6,0,6,1,1,101,8,101.0,8.0,67,672,32,925 happenings bucs clinch in 60 nh gm hbd dave dick tony vanimal wilson williams records comments
154662,51529,150,3,11,5,0,5,1,1,98,8,98.0,8.0,66,666,32,930 expo parkforbes field era temple cup 08 race mo bros kiner wallops herman deal k mart comments
143283,47736,147,3,11,2,0,2,1,1,41,8,41.0,8.0,64,633,31,tubby boy x telboy oh so real out now comments
149940,49955,157,3,11,2,0,2,1,1,50,8,50.0,8.0,65,657,32,around the acc blogosphere for september 21 2017 comments
161403,53776,158,3,11,2,0,2,1,1,45,8,45.0,8.0,68,695,32,50 the inspirational journey of aaron judge comments
164790,54905,151,3,11,6,0,6,1,1,86,8,86.0,8.0,67,680,32,101 trspnc era wildcard win trs closes freddy takes crown lockes 1st win more comments
140901,46942,150,3,11,2,0,2,1,1,29,8,29.0,8.0,65,639,30,secrets of the super elements comments
184068,61331,160,3,11,5,0,5,1,2,92,76,92.0,38.0,64,836,33,raiders throw game to punish qb who wouldnât protest trump â where is roger goodell now september 29 2017 alex thomas the daily sheeple 123728 views comments
139809,46578,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,is the tech industry fighting white supremacy or fueling it comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
148323,49416,155,3,11,2,0,2,1,1,64,8,64.0,8.0,68,658,31,jets release tight end will tye practice squad rb marcus murphy comments
139653,46526,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,dove ad shows black woman miraculously transform into a white woman comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
140271,46732,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,senators eviscerate wells fargo ceo over fake accounts scam comments
158469,52798,151,3,11,6,0,6,1,1,83,8,83.0,8.0,67,679,32,107 chuck axed hbd brickyard adam moonlight ace chuck as season finales comments
142437,47454,150,3,11,2,0,2,1,1,21,8,21.0,8.0,64,649,30,nfl marketing machine comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139782,46569,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,meet the racist gop candidate on a ‘special assignment’ from trump comments
151260,50395,150,3,11,3,0,3,1,1,65,8,65.0,8.0,65,677,34,the ditch list is it to cut these three struggling running backs comments
137703,45876,147,3,11,2,0,2,1,1,55,8,55.0,8.0,64,633,30,president trump says las vegas shooting live updates comments
162447,54124,155,3,11,2,0,2,1,1,48,8,48.0,8.0,67,672,32,chicago bears receiving core struggling early on comments
155160,51695,155,3,15,3,0,3,3,1,723,8,241.0,8.0,75,690,33,fema is a front for a depop program fema ships reports from after ai hurricane harvey video fema is a front for a depop program fema ships reports from after ai hurricane harveyampampltstrongampampgtampamplta relquotnofollowquot hrefquothttpsyoutube2undnvkcogquotampampgtampampampamplta relquotnofollowquot hrefquothttpsyoutube2undnvkcogquotampampampampgtampampampampltaampampampampgt ampampampampltpampampampampgtampampampampltstrongampampampampgtanonymous harvey femaampampampampltstrongampampampampgtampampampampltpampampampampgtampampltaampampgtampampltstrongampampgt comments
139965,46630,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,trump’s failed golf course cost puerto rican taxpayers 33 million comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
152049,50658,150,3,11,3,1,4,1,1,81,8,81.0,8.0,65,681,35,week 5 rankings 2017 top 25 quarterbacks newtonwilson return to top 5 more comments
139731,46552,149,3,11,2,0,2,1,1,49,8,49.0,8.0,65,639,30,social experiment show police is rife with racism comments
159585,53170,156,3,11,2,0,2,1,1,128,8,128.0,8.0,64,700,32,vendange carmel inn and suites announces new winethemed room in partnership with awardwinning soledadbased carmel road winery comments
158358,52761,157,3,11,2,0,2,1,1,42,8,42.0,8.0,72,708,31,what cst thinks about bengalsbrowns today comments
152415,50780,151,3,11,2,0,2,1,1,114,8,114.0,8.0,65,674,32,rising rock ânâ roll band dynamos unleash their lead single âshake rattle and rollâ available 101317 comments
143505,47810,151,3,11,2,0,2,1,1,73,8,73.0,8.0,64,645,30,americans for prosperity pressures dems to support tax reform with new ad comments
152658,50861,163,3,11,3,0,3,1,1,45,8,45.0,8.0,70,713,30,2017 fantasy football idp rankings â week 5 comments
165573,55166,151,3,11,6,0,6,1,1,119,8,119.0,8.0,67,674,32,928 through the 40s the gloaming hbd bill lou cy the third everett cy leon buck clarke honoredtiny 2hitter comments
146628,48851,147,3,11,2,0,2,1,1,70,8,70.0,8.0,64,632,31,missing link music signs bluegrass songwriter of the year daryl mosley comments
137871,45932,147,3,11,2,0,2,1,1,74,8,74.0,8.0,64,633,30,this is an american warning we are headed for rough times david robertson comments
164880,54935,151,3,11,3,1,4,1,1,45,8,45.0,8.0,65,723,33,week 4 rankings 2017 top 50 wide receivers comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
153489,51138,148,3,11,2,0,2,1,1,26,8,26.0,8.0,64,680,32,gotw preston v sunderland comments
139482,46469,149,3,11,2,0,2,1,1,49,8,49.0,8.0,65,639,30,hundreds injured as police shut down catalan vote comments
139653,46526,149,3,11,2,0,2,1,1,54,8,54.0,8.0,65,639,30,teen suspended for sitting during pledge of allegiance comments
139581,46502,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,snl michael che calls trump “you btch” over puerto rico response comments
152760,50895,150,3,11,4,0,4,1,1,56,8,56.0,8.0,66,670,32,friday pirates at nats cole v strasburg lineup notes comments
148575,49500,148,3,11,2,0,2,1,1,48,8,48.0,8.0,64,634,31,roger darcy releases new album house of heads comments
59652,19859,48,1,2,5,0,5,2,0,105,0,52.5,0.0,7,192,24,we cant find that page yet feel free to let us know about it maybe we have what youre looking for here
77340,38633,42,0,5,2,0,2,2,1,98,29,49.0,29.0,13,298,32,mother accused of killing newborn and living with the dead babys body for 3 months mother accused of killing newborn and living with the dead baby’s body for 3 months post navigation subscribe to our mailing list
139851,46592,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,will security measures change in response to mass shootings comments
139887,46604,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,carmen cruz mayor of san juan is a “godsend” for puerto ricans comments
154902,51609,154,3,11,2,0,2,1,1,74,8,74.0,8.0,66,673,31,red lobster customer makes bomb joke to hostess guess what she brings him comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
199824,66583,176,3,11,2,0,2,1,1,54,8,54.0,8.0,77,820,33,if the yanks do these things they can beat the tribe comments
139575,46500,149,3,11,2,0,2,1,1,65,8,65.0,8.0,65,639,30,trump is so busy bashing nfl he forgot to hire a science adviser comments
153021,50982,150,3,11,5,0,5,1,1,85,8,85.0,8.0,66,666,32,105 trspnc park bucs win in 71 79 lose four playoffs dang reds tracy fired comments
144414,48113,150,3,13,3,0,3,1,1,26,8,26.0,8.0,70,663,32,amazing f16 night takeoff comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
152541,50822,153,3,13,4,0,4,1,1,72,8,72.0,8.0,70,697,34,preorder the rotoprofessor 2018 fantasy baseball draft guide for 625 comments
152541,50822,153,3,13,4,0,4,1,1,72,8,72.0,8.0,70,697,34,preorder the rotoprofessor 2018 fantasy baseball draft guide for 625 comments
151749,50558,156,3,11,2,0,2,1,1,67,8,67.0,8.0,65,684,33,buy ‘em or deny ‘em is now the time to move on from mike gilislee comments
161628,53851,151,3,11,5,0,5,1,1,92,8,92.0,8.0,65,736,32,thursday night start ‘em or sit ‘em week 4 randall cobb jordan howard tarik cohen more comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
142080,47335,151,3,11,2,0,2,1,1,73,8,73.0,8.0,64,645,30,president trump and the first lady lead a moment of silence for las vegas comments
84980,42453,56,0,5,2,0,2,2,1,112,29,56.0,29.0,24,331,29,this abandoned village shows what would happen if humans didnt exist its hauntingly beautiful this abandoned village shows what would happen if human’s didn’t exist it’s hauntingly beautiful post navigation subscribe to our mailing list
169434,56453,152,3,11,2,0,2,1,1,37,8,37.0,8.0,66,711,33,doesn’t pay to be ordinary on defense comments
155604,51843,154,3,11,2,0,2,1,1,41,8,41.0,8.0,68,668,31,monday morning thoughts jets top jaguars comments
150843,50256,157,3,11,3,0,3,1,1,55,8,55.0,8.0,70,709,30,2017 fantasy football wide receiver rankings â week 4 comments
166122,55349,155,3,11,2,0,2,1,1,42,8,42.0,8.0,66,823,31,relaxing into the original style of karate comments
150987,50304,155,3,11,2,0,2,1,1,59,8,59.0,8.0,65,664,33,louisville’s first move should be to let go of rick pitino comments
158358,52761,157,3,11,2,0,2,1,1,42,8,42.0,8.0,72,708,31,what cst thinks about bengalsbrowns today comments
168252,56059,163,3,11,2,0,2,1,1,29,8,29.0,8.0,65,686,32,coaching staff failing ravens comments
139794,46573,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,egypt qualifies for world cup in 27 years amidst political instability comments
153213,51046,151,3,11,5,0,5,1,1,43,8,43.0,8.0,65,699,35,preseasonblackhawks at boston42 loss recap comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
148740,49555,151,3,11,2,0,2,1,1,47,8,47.0,8.0,65,650,32,florida state’s season is in a heap of trouble comments
158463,52796,157,3,15,3,0,3,1,1,80,8,80.0,8.0,80,697,32,miami dolphins kneelers crap all over america on foreign soil in london nfl game comments
193074,64333,161,3,15,4,0,4,1,1,104,8,104.0,8.0,78,774,35,las vegas american psyop fbi isis connection final conclusions by jim stone freelance reporter video comments
156555,52160,156,3,15,3,0,3,1,1,101,8,101.0,8.0,75,700,33,what happened in vegas will not stay in vegas 16 questions left unanswered that the media ignores comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
150453,50126,155,3,11,2,0,2,1,1,56,8,56.0,8.0,65,659,33,new york cable provider altice will have the acc network comments
143709,47878,156,3,11,2,0,2,1,1,71,8,71.0,8.0,67,649,30,antonio brown tweets out apology for ânoiseâ and âdistractionsâ comments
183966,61297,168,3,11,2,0,2,1,1,61,8,61.0,8.0,82,715,32,passing game film review â good mccown â week 4 jaguars comments
153714,51213,156,3,11,3,0,3,1,1,62,8,62.0,8.0,67,667,31,week 4 prediction article â oakland raiders denver broncos comments
139545,46490,149,3,11,2,0,2,1,1,62,8,62.0,8.0,65,639,30,chinese police orders uyghur muslims to hand in the holy quran comments
155025,51650,150,3,11,5,0,5,1,1,110,8,110.0,8.0,66,666,32,105 expo parkforbes field bucs win 60 opener lose 27 puds 300 hbd claude felix sarge grays win ws comments
156774,52233,150,3,11,5,0,5,1,1,82,8,82.0,8.0,66,667,32,108 postseason ws wins in 09 25 losses in 03 27 60 1of3 in playoffs comments
139821,46582,149,3,11,2,0,2,1,1,68,8,68.0,8.0,65,639,30,nfl fans are setting fire to their jerseys in response to takeaknee comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
153843,51256,150,3,11,4,0,4,1,1,62,8,62.0,8.0,66,672,32,thursday pirates at nats nova v edwin jackson lineup notes comments
151221,50382,154,3,13,3,0,3,1,1,63,8,63.0,8.0,70,672,32,cubs win survive firethrowing strasburg to grab 10 nlds lead comments
139410,46445,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,video shows utah cop fatally shooting black man from behind comments
164790,54905,151,3,11,6,0,6,1,1,86,8,86.0,8.0,67,680,32,101 trspnc era wildcard win trs closes freddy takes crown lockes 1st win more comments
137862,45929,147,3,11,2,0,2,1,1,69,8,69.0,8.0,64,634,30,two historians claim the ancient egyptians did not build the pyramids comments
139614,46513,149,3,11,2,0,2,1,1,58,8,58.0,8.0,65,639,30,huge gas explosion sends giant fireball in ghana’s capital comments
141948,47291,152,3,11,2,0,2,1,1,33,8,33.0,8.0,64,646,30,bloody luck – af branco cartoon comments
139323,46416,149,3,11,2,0,2,1,1,55,8,55.0,8.0,65,639,30,melania and donald think the white house is like a jail comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
201870,67265,179,3,31,6,0,6,1,1,68,8,68.0,8.0,117,861,32,trump is preparing to kill kim jongun oh my god breaking news tv comments
157962,52629,149,3,11,2,0,2,1,1,31,8,31.0,8.0,67,686,32,what is the perfect golf swing comments
139971,46632,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,trump isnt rushing to save puerto ricans because they arent white comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
166461,55462,168,3,11,2,0,2,1,1,43,8,43.0,8.0,70,711,33,yankees have new weapons for postseason run comments
113430,56678,63,0,5,2,0,2,2,1,113,29,56.5,29.0,13,342,30,how the italian german and irish were treated as immigrants the largest mass lynching in us history took place in 1891 and it wasnt africanamericans if you’re italian german or irishamerican this is how your ancestors were treated as immigrants post navigation subscribe to our mailing list
139839,46588,150,3,11,2,0,2,1,1,8,8,8.0,8.0,64,638,30,34 yards comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
147471,49132,156,3,11,2,0,2,1,1,75,8,75.0,8.0,68,668,32,lions rookie lb jarrad davis on the practice field after missing week three comments
169890,56605,162,3,13,3,0,3,1,1,68,8,68.0,8.0,77,739,33,the chicago bears versus the green bay packers quick injury analysis comments
149787,49904,161,3,11,3,0,3,1,1,48,8,48.0,8.0,70,694,30,2017 fantasy football kicker rankings â week 5 comments
158832,52919,160,3,11,2,0,2,1,1,24,8,24.0,8.0,64,666,30,avoiding another debacle comments
163116,54347,151,3,11,6,0,6,1,1,114,8,114.0,8.0,67,671,32,104 expo parkforbes field era 08 to the wire hbd jim red joe billy 103 wins in 02 running into trouble comments
240024,79983,188,3,27,6,0,6,3,1,103,8,34.333333333333336,8.0,108,913,37,las vegas mass shooting false flag psyop and black op to distract deep state is getting very desperate comments
166554,55493,159,3,11,2,0,2,1,1,36,8,36.0,8.0,70,710,32,sometimes you need to send a message comments
144204,48043,149,3,11,2,0,2,1,1,15,8,15.0,8.0,65,641,30,tournament time comments
139785,46570,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,8yearold hammered to death while protecting sister from molester comments
151224,50383,162,3,11,3,0,3,1,1,38,8,38.0,8.0,70,700,30,2017 fantasy football week 5 sleepers comments
455709,151878,290,3,71,15,0,15,2,2,145,100,72.5,50.0,227,1625,39,las vegas sacrifice the incredible back story designed to cover up the shocking truth why patsy stephen paddock was set up to be a mass murderer mandalay bay resort was the setting for another âfast furiousâ type operation gone bad comments
165000,54975,151,3,11,6,0,6,1,1,94,8,94.0,8.0,67,682,32,102 games bucs clinch in 74 boston evens ws goose teke at 72 triplebill game stories comments
139830,46585,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,cam newton laughs at female reporter talking about football comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139449,46458,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,air france a380 with engine damage makes emergency landing video comments
144951,48292,151,3,11,2,0,2,1,1,45,8,45.0,8.0,64,645,30,nbc doubles down on tillerson quitting report comments
204810,68245,179,3,27,4,0,4,1,1,39,8,39.0,8.0,106,859,34,a major defeat for the new world order comments
145884,48603,151,3,11,2,0,2,1,1,81,8,81.0,8.0,64,645,30,president trump first lady receive briefing on maria relief effort live stream comments
150201,50042,155,3,11,2,0,2,1,1,65,8,65.0,8.0,65,657,30,mccain wrong again jones act suspension won’t help puerto rico comments
148761,49562,148,3,11,2,5,7,1,1,73,8,73.0,8.0,64,665,33,your everyday talks are intended to enable you to get to know one another comments
165849,55258,151,3,11,6,0,6,1,1,92,8,92.0,8.0,67,684,32,930 trspnc era 3000 for roberto 79 clincher hbd bryan cover boy scoops game stories comments
139839,46588,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,republican wants women to be ‘traditional homemakers and family wives’ comments
150987,50304,155,3,11,2,0,2,1,1,59,8,59.0,8.0,65,664,33,louisville’s first move should be to let go of rick pitino comments
163194,54373,148,3,11,2,0,2,1,1,97,8,97.0,8.0,65,673,32,10 important stories from 092917 box scores story’s turn around not buying c anderson more comments
204270,68065,181,3,29,7,0,7,1,1,24,8,24.0,8.0,115,880,32,puerto rico hoax video comments
229083,76336,231,3,11,2,0,2,1,1,34,8,34.0,8.0,64,805,32,with no carr ravens d could feast comments
139923,46616,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,trump’s visit to puerto rico was a disaster of epic proportions comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
151482,50469,150,3,11,3,1,4,1,1,41,8,41.0,8.0,65,676,35,week 5 rankings 2017 top 20 tight ends comments
156774,52233,150,3,11,5,0,5,1,1,82,8,82.0,8.0,66,667,32,108 postseason ws wins in 09 25 losses in 03 27 60 1of3 in playoffs comments
147297,49074,154,3,11,2,0,2,1,1,83,8,83.0,8.0,64,654,30,sen collins says ‘no’ to grahamcassidy healthcare bill effectively killing effort comments
139653,46526,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,dove ad shows black woman miraculously transform into a white woman comments
139842,46589,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,is trump weighing profit over the lives of 35 million puerto ricans comments
155562,51829,151,3,11,6,0,6,1,1,106,8,106.0,8.0,67,670,32,101 expo parkforbes field era deacon whips cy in 1st ws game waners 237 hits boss man roberto more comments
229080,76335,231,3,11,2,0,2,1,1,34,8,34.0,8.0,64,805,32,with no carr ravens d could feast comments
